wine,price,country,rating
Il Bacca Old Vine Primitivo di Manduria,27.75,Italie,4.4
Pauillac (Premier Grand Cru Classé),1363.05,France,4.6
Nosotros Single Vineyard Nómade,125.0,Argentine,4.6
Pomerol,6300.0,France,4.7
Georges De Latour Private Reserve Cabernet Sauvignon,199.95,États-Unis,4.4
Saint-Émilion Grand Cru (Premier Grand Cru Classé),1687.5,France,4.6
Flaccianello della Pieve,138.95,Italie,4.5
Saint-Émilion Grand Cru (Premier Grand Cru Classé),293.63,France,4.4
Pauillac (Grand Cru Classé),243.75,France,4.4
Chardonnay,78.95,États-Unis,4.3
Ai Suma Barbera d'Asti,84.0,Italie,4.4
Cepparello Red,190.0,Italie,4.3
Saint-Julien (Grand Cru Classé),226.28,France,4.4
Riesling 'Le Gallais' Wiltinger Braune Kupp Auslese,229.05,Allemagne,4.5
Quinta da Leda Douro,30.0,Portugal,4.4
Pessac-Léognan (Grand Cru Classé de Graves),157.95,France,4.3
Treinta y Dos Pinot Noir,182.5,Argentine,4.4
Siepi,88.38,Italie,4.4
Saint-Émilion Grand Cru (Premier Grand Cru Classé),895.0,France,4.6
Mendoza,105.85,Argentine,4.4
Charmes-Chambertin Grand Cru,299.25,France,4.5
Nicolás Catena Zapata,84.0,Argentine,4.4
Cosimo Varvaglione Collezione Privata Primitivo di Manduria,31.45,Italie,4.5
Rubicon,242.25,États-Unis,4.6
Cabernet Sauvignon,209.05,États-Unis,4.6
Morey-Saint-Denis Tres Girard,1025.0,France,4.4
Saffredi,157.5,Italie,4.4
Colheita Porto,39.9,Portugal,4.4
Valdegines,61.3,Espagne,4.2
Vin de Constance (Natural Sweet),66.08,Afrique du Sud,4.6
Amarone della Valpolicella Classico,37.5,Italie,4.3
Pomerol,295.0,France,4.5
Clos Saint Denis Grand Cru,291.9,France,4.4
Cabernet - Cabernet,161.3,Argentine,4.3
Echezeaux Grand Cru,376.25,France,4.3
Puligny-Montrachet,100.5,France,4.3
Pauillac (Grand Cru Classé),276.79,France,4.4
Amancio,94.95,Espagne,4.5
Castello della Sala Cervaro della Sala,130.0,Italie,4.4
Victorino,43.95,Espagne,4.3
Collina Rionda di Serralunga Barolo,5123.75,Italie,4.5
Eight Years In The Desert,64.35,États-Unis,4.4
Saint-Émilion Grand Cru (Premier Grand Cru Classé),379.0,France,4.5
Zeltinger Sonnenuhr Beerenauslese,287.5,Allemagne,4.7
Pomerol,618.75,France,4.4
Bramare Malbec Uco Valley,60.2,Argentine,4.4
Book 17 XVII,210.0,Afrique du Sud,4.7
Echezeaux Grand Cru,2113.75,France,4.5
Bricco dell'Uccellone Barbera d'Asti,59.9,Italie,4.3
Papillon,216.0,États-Unis,4.5
Chambertin Grand Cru,2967.5,France,4.4
Clos de Tart Grand Cru Monopole,1473.75,France,4.5
Cirsion Rioja,232.82,Espagne,4.6
Douro,58.95,Portugal,4.4
Vigne Vecchie Gold Series Leggenda Primitivo di Manduria,23.95,Italie,4.3
L'Hermitage,726.25,France,4.6
Quincha Corral,78.94,Espagne,4.4
Malleolus de Sanchomartin,134.95,Espagne,4.6
Perpiero,59.95,Italie,4.6
Pessac-Léognan Blanc (Grand Cru Classé de Graves),902.42,France,4.5
Pym-Rae Red Blend,435.0,États-Unis,4.5
Gran Corte (VII),64.7,Argentine,4.4
Royal St Robert Cuvée Pinot Noir,79.95,États-Unis,4.3
Continuum Estate,375.0,États-Unis,4.6
Finn Pinot Noir,129.95,États-Unis,4.5
Kairos,97.5,Italie,4.4
Nuits-Saint-Georges 1er Cru 'Clos des Corvées',1451.25,France,4.4
Hohenmorgen G.C,162.3,Allemagne,4.4
Old Vines Primitivo di Manduria,20.95,Italie,4.4
Camí Pesseroles,84.95,Espagne,4.5
Amarone della Valpolicella,39.95,Italie,4.3
Chevalier-Montrachet Grand Cru Les Demoiselles,1056.25,France,4.4
El Carretil,242.5,Espagne,4.5
Gran Malbec (X),56.9,Argentine,4.3
Redigaffi Toscana,250.45,Italie,4.5
La Vina de Corteo,99.95,Espagne,4.7
TD9,79.95,États-Unis,4.3
Cabernet Sauvignon,134.95,États-Unis,4.4
La Poza de Ballesteros,167.5,Espagne,4.4
Blueline Estate Cabernet Sauvignon,195.0,États-Unis,4.5
Chapelle d'Ausone Saint-Émilion Grand Cru,187.86,France,4.4
Maggiarino Vino Nobile di Montepulciano,67.95,Italie,4.3
Barbera d'Alba Vigna Francia,221.25,Italie,4.3
Bolgheri Superiore,92.5,Italie,4.4
Viña El Pison,425.0,Espagne,4.6
Clos Vougeot Grand Cru,231.95,France,4.4
Maya,745.0,États-Unis,4.6
L'Apparita,440.0,Italie,4.4
One Sixteen Chardonnay,99.95,États-Unis,4.4
Permassimo,166.15,Italie,4.7
Quiñon de Valmira,395.0,Espagne,4.6
Raut Lagrein,66.3,Italie,4.5
Saint-Émilion Grand Cru,544.78,France,4.6
De Buris Amarone della Valpolicella Classico Riserva,448.75,Italie,4.7
Pochi Filagn Barbera d'Alba,118.75,Italie,4.2
Denarius Graves,810.0,France,4.5
Kalkofen G.C,148.1,Allemagne,4.4
Magma,602.0,Italie,4.5
Guerriero della Terra,27.4,Italie,4.4
Marmar,109.95,Allemagne,4.5
Minami,59.99,Espagne,4.4
Tokaji Aszú 6 Puttonyos,66.98,Hongrie,4.4
Asili Barbaresco Vecchie Viti,790.0,Italie,4.4
Palazzi Rosso Toscana,279.0,Italie,4.4
Cristal Vinothèque,2113.75,France,4.7
Fratini Bolgheri Superiore,262.6,Italie,4.8
La Grande Rue Grand Cru Monopole,3181.25,France,4.4
Les Ouvrées Rodin Chambertin-Clos de Bèze Grand Cru,1150.0,France,4.5
Meursault 1er Cru 'Les Genevrières',217.5,France,4.3
Corton-Charlemagne Grand Cru Blanc,245.5,France,4.4
Clos de Tart Grand Cru,1082.5,France,4.6
Saint-Émilion Grand Cru,260.44,France,4.4
Mágico,480.0,Espagne,4.8
Montefico Barbaresco Vecchie Viti,790.0,Italie,4.4
Hérédita Châteauneuf-du-Pape,54.95,France,4.5
Linticlarus Lagrein Riserva,40.95,Italie,4.2
Clos de la Roche Grand Cru Cuvée Vieilles Vignes,1046.25,France,4.4
Historical XIXth Century Wine,249.0,France,4.4
Palo Cortado Añada,312.5,Espagne,4.6
Ginés Liébana Pedro Ximénez,450.36,Espagne,4.6
Corton-Charlemagne Grand Cru,215.0,France,4.4
Toscana Rosso,597.5,Italie,4.5
Annunziata Barolo Riserva,420.0,Italie,4.4
Bâtard-Montrachet Grand Cru,345.0,France,4.4
Bâtard-Montrachet Grand Cru,1558.75,France,4.5
Kalkofen G.C,155.8,Allemagne,4.4
Denarius Graves,795.0,France,4.5
Cuvée Impériale Châteauneuf-du-Pape,122.8,France,4.3
50 Old Vines Vecchie Vigne Negroamaro,28.45,Italie,4.4
Corton-Charlemagne Grand Cru,470.0,France,4.4
Bienvenues-Bâtard-Montrachet Grand Cru,832.5,France,4.6
LR,265.0,Italie,4.5
Preta Cuvée David Booth Grande Reserva,76.15,Portugal,4.3
Tinto,105.0,Espagne,4.4
Réservé Châteauneuf-du-Pape,512.5,France,4.4
Vigna del Suolo Brunello di Montalcino,331.25,Italie,4.5
Vosne-Romanée 'Les Quartiers de Nuits',93.4,France,4.3
Fort Ross Seaview Home Field Pinot Noir,125.95,États-Unis,4.4
Rocche dell'Annunziata Barolo,289.0,Italie,4.5
Adrianna Vineyard Fortuna Terrae Malbec,91.95,Argentine,4.5
Baffonero Maremma Toscana,420.0,Italie,4.5
Vite Talin Barolo,961.25,Italie,4.5
Musigny Grand Cru (Cuveé Vieilles Vignes),2028.75,France,4.6
Vinhas Velhas Tinto,29.95,Portugal,4.5
Kapnios Aglianico,109.8,Italie,4.5
Douro Quinta da Manoella VV Tinto,94.95,Portugal,4.3
Bâtard-Montrachet Grand Cru,695.0,France,4.5
Bâtard-Montrachet Grand Cru,1173.75,France,4.5
Gorgona Rosso,321.25,Italie,4.5
Attunga 1865 Shiraz,225.0,Australie,4.4
Charmes-Chambertin Grand Cru,747.5,France,4.4
RWT Bin 798 Shiraz,179.5,Australie,4.4
Sauternes,13.95,France,4.3
Novicium Estate,235.0,États-Unis,4.4
Barolo Enrico VI,95.0,Italie,4.4
Barolo Arione,427.5,Italie,4.6
Grenache,125.0,États-Unis,4.5
Barolo Arione,1173.75,Italie,4.6
Barolo Arione,832.5,Italie,4.6
Clos de Bèze Grand Cru,4056.25,France,4.5
Clos de la Roche Grand Cru,811.25,France,4.4
Bonnes-Mares Grand Cru,1387.5,France,4.5
Richebourg Grand Cru,1173.75,France,4.5
Cristal Rosé Vinothèque,1600.0,France,4.8
Rosso,249.0,Italie,4.5
Charmes-Chambertin Grand Cru,199.95,France,4.4
Chassagne-Montrachet Premier Cru Morgeot Marquis de Laguiche ,735.0,France,4.5
Bienvenues-Bâtard-Montrachet Grand Cru,295.0,France,4.5
Les Ouvrées Rodin Chambertin-Clos de Bèze Grand Cru,995.0,France,4.5
Cabochon Doppio Zero,124.8,Italie,4.5
Cabernet Sauvignon,36.3,Italie,4.4
Puligny-Montrachet 1er Cru 'La Garenne',196.3,France,4.4
Cuvée Impériale Châteauneuf-du-Pape,54.4,France,4.3
Lux Vitis,533.75,Italie,4.5
Volnay 1er Cru Les Caillerets,158.5,France,4.3
Librante Primitivo di Manduria,34.0,Italie,4.4
'Giulio Ferrari' Riserva del Fondatore Rosé,397.5,Italie,4.5
P2 Plénitude Brut Champagne,465.0,France,4.7
Corton-Charlemagne Grand Cru,136.08,France,4.4
Glesie Climat,75.0,Italie,4.6
Barolo Arione,387.5,Italie,4.6
Saint-Émilion Grand Cru,145.84,France,4.4
Clos Vougeot Grand Cru,227.55,France,4.4
Chambolle-Musigny,1173.75,France,4.3
Cannubi Barolo,353.75,Italie,4.5
Cos d'Estournel,295.0,France,4.4
Tignanello,199.0,Italie,4.5
Sassicaia,450.8,Italie,4.6
ARTEMIS Cabernet Sauvignon,89.95,États-Unis,4.4
Pessac-Léognan (Premier Grand Cru Classé),722.66,France,4.6
Châteauneuf-du-Pape,109.95,France,4.4
Clio,54.95,Espagne,4.5
Bolgheri Superiore,295.0,Italie,4.6
Le Serre Nuove,55.95,Italie,4.3
Hommage à Jacques Perrin Châteauneuf-du-Pape,320.0,France,4.5
Grand Vin de Château Palmer (Grand Cru Classé),425.0,France,4.5
Saint-Julien (Grand Cru Classé),318.73,France,4.4
Pomerol,363.11,France,4.4
Sauternes (Premier Grand Cru Classé),137.95,France,4.4
La Nieta,229.95,Espagne,4.6
Malbec Argentino,89.95,Argentine,4.4
Saint-Émilion Grand Cru (Premier Grand Cru Classé),1628.5,France,4.6
Corton-Charlemagne Grand Cru,225.0,France,4.4
Almaviva,160.0,Chili,4.6
Malleolus,35.95,Espagne,4.3
Tinto,42.95,Espagne,4.4
Poggio Alle Nane Maremma Toscana,118.75,Italie,4.4
Carabantes Syrah,27.98,Chili,4.2
Quarz Sauvignon,106.25,Italie,4.4
La Piu Belle,79.95,Chili,4.6
Petrucci Melo,331.25,Italie,4.5
Pavillon Rouge du Château Margaux,435.4,France,4.4
Cinque Autoctoni Collection Limited Release,23.9,Italie,4.4
Kurni Marche,212.5,Italie,4.6
Corton-Charlemagne Grand Cru,295.0,France,4.4
Côtes de Bourg,89.3,France,4.4
Saint-Émilion Grand Cru (Grand Cru Classé),134.62,France,4.4
Boghis Climat,71.05,Italie,4.5
Pessac-Léognan (Grand Cru Classé de Graves),525.0,France,4.5
Bonnes Mares Grand Cru,811.25,France,4.5
Castello della Sala Cervaro della Sala,92.25,Italie,4.4
Amarone della Valpolicella,32.5,Italie,4.3
5 Stelle Sfursat,69.95,Italie,4.5
Châteauneuf-du-Pape,44.65,France,4.2
Terrasse à l'Ombre Côtes du Rhône,34.95,France,4.5
Pomerol,280.1,France,4.5
Chambertin Grand Cru,3416.25,France,4.4
Les Noisetiers,94.0,États-Unis,4.4
Oh Carlos Manuel! Tinto,48.5,Portugal,4.5
Nebukadnesar,32.1,Afrique du Sud,4.4
Saint-Émilion Grand Cru (Premier Grand Cru Classé),445.0,France,4.5
Cream Tradición Vos 20 Years,90.0,Espagne,4.4
Palo Cortado Tradición Vors 30 Years Sherry,99.95,Espagne,4.4
Pedro Ximenez Tradición 20 Years Old Vos,132.9,Espagne,4.5
Flor de Pingus,117.77,Espagne,4.5
Douro Pintas Tinto,198.8,Portugal,4.5
Douro Pintas Tinto,105.95,Portugal,4.5
Charmes-Chambertin Grand Cru Les Mazoyères,597.5,France,4.4
Chambertin Clos de Bèze Grand Cru,1025.0,France,4.4
Ipsus Chianti Classico Gran Selezione,487.5,Italie,4.4
Les Beaux Monts Vosne-Romanée 1er Cru,139.0,France,4.4
Scharzhofberger Riesling Kabinett,172.95,Allemagne,4.4
Fossati Barolo,290.0,Italie,4.5
Chambertin-Clos-de-Beze Grand Cru,2348.75,France,4.5
Cannubi Barolo,243.75,Italie,4.4
Beaune 1er Cru 'Clos des Mouches' Blanc,176.5,France,4.4
Pomerol,6834.1,France,4.7
Lagrein Riserva Porphyr,60.0,Italie,4.4
Negru de Purcari Limited Edition,33.17,Moldavie,4.5
Barbaresco Albesani,630.0,Italie,4.5
Charmes-Chambertin Grand Cru,318.5,France,4.5
Chapelle d'Ausone Saint-Émilion Grand Cru,186.17,France,4.4
Les Grandes Places Côte-Rôtie,220.9,France,4.4
Riesling 'Le Gallais' Wiltinger Braune Kupp Auslese,285.4,Allemagne,4.5
Saint-Émilion Grand Cru,107.41,France,4.4
Nuits-Saint-Georges 1er Cru 'Aux Murgers',93.0,France,4.5
Saint-Emilion Grand Cru (Premier Grand Cru Classé),221.53,France,4.4
Giunonico Riserva Primitivo di Manduria,36.3,Italie,4.4
Lithology Cabernet Sauvignon,154.6,États-Unis,4.6
Pauillac (Premier Grand Cru Classé),1701.25,France,4.6
Meursault 1er Cru 'Charmes',232.5,France,4.3
Pauillac (Premier Grand Cru Classé),1150.0,France,4.6
Palazzi Rosso Toscana,376.25,Italie,4.4
Saint-Émilion Grand Cru,145.84,France,4.4
Aszú 6 Puttonyos Tokaj,105.0,Hongrie,4.6
Los Jabalíes Single Vineyard Malbec,84.7,Argentine,4.4
Chambolle-Musigny 1er Cru 'Les Amoureuses',1173.75,France,4.5
Cristal Vinothèque,4697.5,France,4.7
Étoile Rosé,109.95,France,4.5
Red Blend,225.0,États-Unis,4.5
Ampio,331.25,Italie,4.6
Grande Cuvée,245.0,France,4.6
Brut Rosé Champagne,81.5,France,4.4
Overture,180.0,États-Unis,4.5
Limited Edition 10 Vendemmie,34.2,Italie,4.5
Old Vines Malbec,61.4,Argentine,4.2
Étoile Rosé,80.0,France,4.5
Scharzhofberger Riesling Spätlese,235.0,Allemagne,4.4
Bonnes-Mares Grand Cru,1495.0,France,4.5
Chateauneuf-Du-Pape Cuvée Des Générations Marie Leoncie,71.95,France,4.4
Rioja Blanco Reserva,107.65,Espagne,4.4
Chambertin Grand Cru,896.25,France,4.5
Vosne-Romanée 1er Cru 'Les Suchots',2092.5,France,4.4
Puligny-Montrachet Enseignères,661.25,France,4.3
Guerriero della Terra,25.95,Italie,4.4
Côte à Côte Estate,129.95,États-Unis,4.4
Les Riceys Cuvée Cyriès Brut Millesimé Champagne,50.0,France,4.6
Poggio Alle Nane Maremma Toscana,89.95,Italie,4.4
Interpretación,50.19,Espagne,4.4
Bienvenues-Bâtard-Montrachet Grand Cru,896.25,France,4.6
Dieci Brunello di Montalcino,146.55,Italie,4.6
Hohenmorgen G.C,148.1,Allemagne,4.4
Mongovone Barbera d'Asti Superiore,32.95,Italie,4.3
Boghis Climat,66.0,Italie,4.5
Clos de la Roche Grand Cru Cuvée Vieilles Vignes,1387.5,France,4.4
Fleur de Miraval Exclusivement Rosé Champagne,395.0,France,4.4
Helichrysum Brunello di Montalcino,84.5,Italie,4.4
Vigneto Bellavista Chianti Classico,397.5,Italie,4.4
Nebro Ribera del Duero,168.95,Espagne,4.4
Meursault 1er Cru 'Genevrières' Blanc,120.0,France,4.5
Pinotage,42.45,Afrique du Sud,4.4
Mazis-Chambertin Grand Cru,334.25,France,4.4
Belles Soeurs Cuvée Pinot Noir,145.95,États-Unis,4.4
Montrachet Grand Cru,2541.25,France,4.6
Petracs Furmint,89.95,Hongrie,4.4
Chambolle-Musigny Les Cabottes,1238.75,France,4.4
Les Boudots Nuits-Saint-Georges 1er Cru,139.0,France,4.4
Les Sentiers Chambolle-Musigny 1er Cru,533.75,France,4.4
Bienvenues-Bâtard-Montrachet Grand Cru,295.0,France,4.5
Bâtard-Montrachet Grand Cru,375.0,France,4.4
Chassagne-Montrachet 1er Cru 'Morgeot',82.95,France,4.4
Chambolle-Musigny Premier Cru 'Les Feusselottes',1537.5,France,4.4
Corton-Charlemagne Grand Cru,170.65,France,4.4
Schlehdorn Riesling Trocken,122.05,Allemagne,4.4
Kalós Cru Gran Reserva Malbec,34.85,Argentine,4.5
Tinto,104.95,Espagne,4.4
80 Vecchie Vigne Primitivo di Manduria Old Vines,31.95,Italie,4.4
Carmin,29.45,France,4.4
Red Blend,99.98,Chili,4.5
Saperavi,29.29,Moldavie,4.4
Arché,79.95,Portugal,4.4
Todeschini Distique Saint-Émilion Grand Cru,34.41,France,4.4
Museum Collection White,68.0,Grèce,4.4
Book 17 XVII,275.5,Afrique du Sud,4.7
Ligne de Crete Les Grandes Vignes Hermitage,530.05,France,4.7
Alabaster,295.0,Espagne,4.6
Scharzhofberger Riesling Kabinett,189.95,Allemagne,4.4
Bâtard-Montrachet Grand Cru,534.0,France,4.4
Bonnes Mares Grand Cru,832.5,France,4.4
Les Bessards Hermitage,184.95,France,4.4
Peña Lobera,85.87,Espagne,4.4
Nuits-Saint-Georges 1er Cru 'Aux Thorey',1046.25,France,4.4
Chassagne-Montrachet Premier Cru 'Morgeot' Blanc,618.75,France,4.4
Coteau de Vernon Condrieu,159.95,France,4.5
Les Ouvrées Rodin Chambertin-Clos de Bèze Grand Cru,1495.0,France,4.5
Vieilles Vignes Mazis-Chambertin Grand Cru,1686.25,France,4.5
Charmes-Chambertin Grand Cru,1173.75,France,4.4
Chambertin-Clos-de-Beze Grand Cru,2028.75,France,4.5
Chambertin Clos de Bèze Grand Cru,896.25,France,4.4
Musigny Grand Cru,2668.75,France,4.6
Brunello di Montalcino Riserva,100.3,Italie,4.4
Gardarèm,39.95,France,4.4
Vieilles Vignes Meursault,49.9,France,4.2
Puligny-Montrachet 1er Cru 'Les Champs Gains',137.5,France,4.4
Scharzhofberger Riesling Spätlese,265.0,Allemagne,4.4
Kalkofen G.C,162.3,Allemagne,4.4
Guerriero del Mare,27.95,Italie,4.4
Cuvée N Viñas Viejas,75.4,Espagne,4.5
Bienvenues-Bâtard-Montrachet Grand Cru,412.5,France,4.5
Hohenmorgen G.C,122.95,Allemagne,4.4
Vieilles Vignes La Parcelle 8 Apalta,139.95,Chili,4.4
Gevrey Chambertin 1er Cru 'Aux Combottes',450.0,France,4.4
Primitivo di Manduria,18.75,Italie,4.2
Vinha Centenaria Branco,87.95,Portugal,4.4
Château de Cîteaux Meursault 1er Cru 'Charmes' Blanc,110.05,France,4.4
Pessac-Léognan Blanc (Grand Cru Classé de Graves),925.77,France,4.5
Ben Ryé Passito di Pantelleria,68.5,Italie,4.5
Tourmaline Pomerol,163.19,France,4.5
Chambolle-Musigny Premier Cru Les Charmes,308.8,France,4.4
Les Blanchiens Brut Nature Champagne Premier Cru,180.9,France,4.4
Les Beaux Monts Vosne-Romanée 1er Cru,243.75,France,4.4
Charmes-Chambertin Grand Cru,229.9,France,4.4
Rocche dell'Annunziata Barolo,319.0,Italie,4.5
Grande Cuvée Luigi Moio,119.0,Italie,4.6
Os Paulistas Chão dos Eremitas Vinhas Velhas,63.95,Portugal,4.4
Marmar,109.95,Allemagne,4.5
Champ Cain Extra Brut Champagne Grand Cru 'Avize',450.0,France,4.4
Yarden Katzrin,37.05,Israël,4.5
Grande Cuvée Luigi Moio,119.95,Italie,4.6
Chambolle-Musigny 1er Cru 'Les Amoureuses',1430.0,France,4.5
Tinto,64.95,Espagne,4.4
Mas Via Gran Reserva Brut,69.3,Espagne,4.5
Corton-Charlemagne Grand Cru,220.05,France,4.4
Tinto,114.95,Espagne,4.4
Charmes-Chambertin Grand Cru,242.0,France,4.4
Castello della Sala Cervaro della Sala,88.0,Italie,4.4
Chablis Grand Cru 'Valmur',2943.75,France,4.5
Giallo d'Arles Greco di Tufo,47.85,Italie,4.3
Tinto,84.95,Espagne,4.5
Grange,1061.8,Australie,4.7
Ligne de Crete Les Grandes Vignes Hermitage,199.5,France,4.7
Beyond the Clouds,76.0,Italie,4.4
Castellberg Pinot Noir,70.0,Allemagne,4.4
Le Petit Cheval Bordeaux Blanc,132.36,France,4.4
Corton-Charlemagne Grand Cru,129.65,France,4.6
Belondrade y Lurton,49.75,Espagne,4.4
802.A Superblend,720.0,Australie,4.5
Cabernet Sauvignon Coeur De Vallée,295.0,États-Unis,4.6
Bual Madeira,325.0,Portugal,4.4
Gorgona Rosso,287.5,Italie,4.5
6 Anime Puglia Rosso,27.3,Italie,4.3
Clos Le Léon Dizy Champagne,159.0,France,4.5
Luminaria Primitivo di Manduria,24.95,Italie,4.4
Rosso,287.5,Italie,4.5
The Black Lion,275.5,Afrique du Sud,4.7
Chassagne-Montrachet 1er Cru 'Morgeot',99.0,France,4.4
Glesie Climat,71.0,Italie,4.6
Corton-Charlemagne Grand Cru,174.51,France,4.6
Vinha dos Utras,296.95,Portugal,4.5
Trittenheimer Apotheke,39.95,Allemagne,4.5
Chardonnay,245.0,Australie,4.4
Charlemagne Grand Cru,470.0,France,4.5
Mossone,59.5,Italie,4.4
Duna Mirante Primitivo di Manduria,58.5,Italie,4.5
Παλιές Ρίζες (Palies Rizes),180.0,Grèce,4.4
Graal Amarone della Valpolicella Valpantena,62.5,Italie,4.4
EABA,243.0,États-Unis,4.6
Crescendo,29.95,Afrique du Sud,4.3
Single Barrel Champagne Grand Cru 'Le Mesnil-sur-Oger',411.4,France,4.6
Bonnes Mares Grand Cru,896.25,France,4.4
Chablis Grand Cru 'Les Clos',72.7,France,4.4
Todeschini Distique Saint-Émilion Grand Cru,77.48,France,4.4
Grande Cuvée Luigi Moio,119.0,Italie,4.6
Vieilles Vignes Châteauneuf-du-Pape Blanc,229.0,France,4.4
La Landonne Côte-Rôtie,366.8,France,4.5
Chemin du Bois Champagne,275.0,France,4.4
Delicado Cosecha Pedro Ximénez,42.5,Espagne,4.4
Barbaresco,335.0,Italie,4.5
Batard-Montrachet Grand Cru,1149.5,France,4.8
Gallina Barbaresco,397.5,Italie,4.4
Tinto,59.9,Espagne,4.5
El Escolladero,65.17,Espagne,4.4
Charity Edition Nebbiolo d'Alba Arione,287.5,Italie,4.5
NŌ Rosso,42.95,Italie,4.5
Chambolle-Musigny 1er Cru 'Les Amoureuses',1537.5,France,4.5
Academia Purcari Rară Neagră,58.22,Moldavie,4.5
Meursault 1er Cru 'Perrières',120.0,France,4.4
Moss Blanc Verdicchio dei Castelli di Jesi Classico Superiore,89.5,Italie,4.6
Triglia Negroamaro Rosato,22.95,Italie,4.4
Bentrock Vineyard Chardonnay,103.0,États-Unis,4.5
Alpine Hillside Pinot Noir,133.1,États-Unis,4.5
Reserve Chardonnay,50.45,Afrique du Sud,4.5
Freienfeld Cabernet Sauvignon Riserva,156.25,Italie,4.4
Puligny-Montrachet Premier Cru ' Clos de la Truffière',705.0,France,4.4
Chloe Chardonnay,109.95,États-Unis,4.5
Rioja Blanco Reserva,39.91,Espagne,4.4
Vosne-Romanée 1er Cru Aux Malconsorts Christiane,790.0,France,4.5
The Journeyman,169.95,Afrique du Sud,4.6
Finn Pinot Noir,136.95,États-Unis,4.5
Grande Cuvée I Terlaner,376.25,Italie,4.5
Hyde Vineyard Chardonnay,115.95,États-Unis,4.4
Sous L'Escalier Petite Arvine du Valais,51.95,Suisse,4.4
Clos Saint Denis Grand Cru,300.8,France,4.4
Paralupi Appassimento,13.88,Italie,4.4
Estate Reserve Viognier,50.45,Afrique du Sud,4.4
Touran,109.95,Espagne,4.6
La Serra Barolo,338.0,Italie,4.4
Champ Cain Extra Brut Champagne Grand Cru 'Avize',290.0,France,4.4
Rocche di Castiglione Barolo,397.5,Italie,4.5
Clos Vougeot Grand Cru,260.05,France,4.4
Elevage Branco,98.95,Portugal,4.5
Pandorga,39.6,Espagne,4.4
Vin de Paille,59.9,France,4.5
VT Vendemmia Tardiva,74.0,Italie,4.4
Castellberg Pinot Noir,73.0,Allemagne,4.4
Semel Pater,68.0,Italie,4.4
Collection Fût de Chêne Brut Champagne Grand Cru 'Ay',895.4,France,4.5
Trebbiano d'Abruzzo,13.333333333333334,Italie,4.4
