country,wine_per_country,grape,wine,ratingAVG,ratingCOUNT
Italie,274658,Chardonnay,Vin Santo di Montepulciano,4.6,773
Italie,274658,Merlot,Vin Santo di Montepulciano,4.6,773
Italie,274658,Sangiovese,Vin Santo di Montepulciano,4.6,773
Australie,90954,Shiraz/Syrah,St. Henri Shiraz,4.4,17326
Australie,90954,Cabernet Sauvignon,St. Henri Shiraz,4.4,17326
Australie,90954,Chardonnay,St. Henri Shiraz,4.4,17326
Italie,274658,Chardonnay,Siepi,4.4,8129
Italie,274658,Merlot,Siepi,4.4,8129
Italie,274658,Sangiovese,Siepi,4.4,8129
Italie,274658,Chardonnay,Solare Toscana,4.2,4961
Italie,274658,Merlot,Solare Toscana,4.2,4961
Italie,274658,Sangiovese,Solare Toscana,4.2,4961
Italie,274658,Chardonnay,Tenuta Tignanello 'Solaia',4.6,33143
Italie,274658,Merlot,Tenuta Tignanello 'Solaia',4.6,33143
Italie,274658,Sangiovese,Tenuta Tignanello 'Solaia',4.6,33143
Italie,274658,Chardonnay,Tignanello,4.5,142513
Italie,274658,Merlot,Tignanello,4.5,142513
Italie,274658,Sangiovese,Tignanello,4.5,142513
Italie,274658,Chardonnay,Tenuta Guado al Tasso Bolgheri Superiore,4.5,33392
Italie,274658,Merlot,Tenuta Guado al Tasso Bolgheri Superiore,4.5,33392
Italie,274658,Sangiovese,Tenuta Guado al Tasso Bolgheri Superiore,4.5,33392
Italie,274658,Chardonnay,Pian delle Vigne Brunello di Montalcino,4.3,31363
Italie,274658,Merlot,Pian delle Vigne Brunello di Montalcino,4.3,31363
Italie,274658,Sangiovese,Pian delle Vigne Brunello di Montalcino,4.3,31363
Italie,274658,Chardonnay,Castello della Sala Cervaro della Sala,4.4,30203
Italie,274658,Merlot,Castello della Sala Cervaro della Sala,4.4,30203
Italie,274658,Sangiovese,Castello della Sala Cervaro della Sala,4.4,30203
Italie,274658,Chardonnay,Castello della Sala Muffato della Sala,4.3,6356
Italie,274658,Merlot,Castello della Sala Muffato della Sala,4.3,6356
Italie,274658,Sangiovese,Castello della Sala Muffato della Sala,4.3,6356
États-Unis,204060,Cabernet Sauvignon,Chardonnay,4.3,18694
États-Unis,204060,Chardonnay,Chardonnay,4.3,18694
États-Unis,204060,Pinot Noir,Chardonnay,4.3,18694
Italie,274658,Chardonnay,Amarone della Valpolicella Classico,4.4,18720
Italie,274658,Merlot,Amarone della Valpolicella Classico,4.4,18720
Italie,274658,Sangiovese,Amarone della Valpolicella Classico,4.4,18720
Argentine,36121,Cabernet Sauvignon,Nicolás Catena Zapata,4.4,28227
Argentine,36121,Chardonnay,Nicolás Catena Zapata,4.4,28227
Argentine,36121,Malbec,Nicolás Catena Zapata,4.4,28227
Argentine,36121,Cabernet Sauvignon,Malbec Argentino,4.4,47435
Argentine,36121,Chardonnay,Malbec Argentino,4.4,47435
Argentine,36121,Malbec,Malbec Argentino,4.4,47435
Italie,274658,Chardonnay,Alàuda,4.5,670
Italie,274658,Merlot,Alàuda,4.5,670
Italie,274658,Sangiovese,Alàuda,4.5,670
Espagne,102662,Cabernet Sauvignon,Rioja 150 Aniversario,4.2,4642
Espagne,102662,Tempranillo,Rioja 150 Aniversario,4.2,4642
Espagne,102662,Garnacha,Rioja 150 Aniversario,4.2,4642
France,422503,Chardonnay,Puligny-Montrachet 1er Cru 'La Garenne',4.4,442
France,422503,Merlot,Puligny-Montrachet 1er Cru 'La Garenne',4.4,442
France,422503,Pinot Noir,Puligny-Montrachet 1er Cru 'La Garenne',4.4,442
États-Unis,204060,Cabernet Sauvignon,Monte Bello,4.5,11978
États-Unis,204060,Chardonnay,Monte Bello,4.5,11978
États-Unis,204060,Pinot Noir,Monte Bello,4.5,11978
États-Unis,204060,Cabernet Sauvignon,Cabernet Sauvignon (Signature),4.6,13730
États-Unis,204060,Chardonnay,Cabernet Sauvignon (Signature),4.6,13730
États-Unis,204060,Pinot Noir,Cabernet Sauvignon (Signature),4.6,13730
États-Unis,204060,Cabernet Sauvignon,Merlot (Signature),4.3,2312
États-Unis,204060,Chardonnay,Merlot (Signature),4.3,2312
États-Unis,204060,Pinot Noir,Merlot (Signature),4.3,2312
France,422503,Chardonnay,Pauillac (Premier Grand Cru Classé),4.6,39283
France,422503,Merlot,Pauillac (Premier Grand Cru Classé),4.6,39283
France,422503,Pinot Noir,Pauillac (Premier Grand Cru Classé),4.6,39283
Chili,41191,Cabernet Sauvignon,Almaviva,4.6,48075
Chili,41191,Merlot,Almaviva,4.6,48075
Chili,41191,Carménère,Almaviva,4.6,48075
Italie,274658,Chardonnay,Mille E Una Notte,4.3,15865
Italie,274658,Merlot,Mille E Una Notte,4.3,15865
Italie,274658,Sangiovese,Mille E Una Notte,4.3,15865
États-Unis,204060,Cabernet Sauvignon,Overture,4.5,16804
États-Unis,204060,Chardonnay,Overture,4.5,16804
États-Unis,204060,Pinot Noir,Overture,4.5,16804
Italie,274658,Chardonnay,Sassicaia,4.6,107646
Italie,274658,Merlot,Sassicaia,4.6,107646
Italie,274658,Sangiovese,Sassicaia,4.6,107646
États-Unis,204060,Cabernet Sauvignon,Rutherford,4.6,16322
États-Unis,204060,Chardonnay,Rutherford,4.6,16322
États-Unis,204060,Pinot Noir,Rutherford,4.6,16322
États-Unis,204060,Cabernet Sauvignon,Chateau Buena Vista Cabernet Sauvignon Napa Valley,4.3,13415
États-Unis,204060,Chardonnay,Chateau Buena Vista Cabernet Sauvignon Napa Valley,4.3,13415
États-Unis,204060,Pinot Noir,Chateau Buena Vista Cabernet Sauvignon Napa Valley,4.3,13415
États-Unis,204060,Cabernet Sauvignon,Relentless,4.5,6633
États-Unis,204060,Chardonnay,Relentless,4.5,6633
États-Unis,204060,Pinot Noir,Relentless,4.5,6633
France,422503,Chardonnay,Pavillon Rouge du Château Margaux,4.4,16401
France,422503,Merlot,Pavillon Rouge du Château Margaux,4.4,16401
France,422503,Pinot Noir,Pavillon Rouge du Château Margaux,4.4,16401
Australie,90954,Shiraz/Syrah,Aphrodite,4.4,367
Australie,90954,Cabernet Sauvignon,Aphrodite,4.4,367
Australie,90954,Chardonnay,Aphrodite,4.4,367
États-Unis,204060,Cabernet Sauvignon,Les Pavots,4.6,4010
États-Unis,204060,Chardonnay,Les Pavots,4.6,4010
États-Unis,204060,Pinot Noir,Les Pavots,4.6,4010
Italie,274658,Chardonnay,Toscana Batar,4.3,4187
Italie,274658,Merlot,Toscana Batar,4.3,4187
Italie,274658,Sangiovese,Toscana Batar,4.3,4187
Italie,274658,Chardonnay,Toscana Camartina,4.3,3673
Italie,274658,Merlot,Toscana Camartina,4.3,3673
Italie,274658,Sangiovese,Toscana Camartina,4.3,3673
États-Unis,204060,Cabernet Sauvignon,Papillon,4.5,30682
États-Unis,204060,Chardonnay,Papillon,4.5,30682
États-Unis,204060,Pinot Noir,Papillon,4.5,30682
Italie,274658,Chardonnay,Amarone della Valpolicella Classico,4.3,77515
Italie,274658,Merlot,Amarone della Valpolicella Classico,4.3,77515
Italie,274658,Sangiovese,Amarone della Valpolicella Classico,4.3,77515
Italie,274658,Chardonnay,Barolo Bricco Rocche,4.4,2923
Italie,274658,Merlot,Barolo Bricco Rocche,4.4,2923
Italie,274658,Sangiovese,Barolo Bricco Rocche,4.4,2923
Italie,274658,Chardonnay,Barolo Prapò,4.3,2450
Italie,274658,Merlot,Barolo Prapò,4.3,2450
Italie,274658,Sangiovese,Barolo Prapò,4.3,2450
Italie,274658,Chardonnay,Barolo Brunate,4.3,4295
Italie,274658,Merlot,Barolo Brunate,4.3,4295
Italie,274658,Sangiovese,Barolo Brunate,4.3,4295
France,422503,Chardonnay,Corton-Charlemagne Grand Cru,4.4,5755
France,422503,Merlot,Corton-Charlemagne Grand Cru,4.4,5755
France,422503,Pinot Noir,Corton-Charlemagne Grand Cru,4.4,5755
France,422503,Chardonnay,Romanée-Saint-Vivant Grand Cru Les Quatre Journaux,4.4,731
France,422503,Merlot,Romanée-Saint-Vivant Grand Cru Les Quatre Journaux,4.4,731
France,422503,Pinot Noir,Romanée-Saint-Vivant Grand Cru Les Quatre Journaux,4.4,731
Espagne,102662,Cabernet Sauvignon,Torre Muga,4.4,8767
Espagne,102662,Tempranillo,Torre Muga,4.4,8767
Espagne,102662,Garnacha,Torre Muga,4.4,8767
Espagne,102662,Cabernet Sauvignon,Gran Reserva Ribera del Duero,4.5,2777
Espagne,102662,Tempranillo,Gran Reserva Ribera del Duero,4.5,2777
Espagne,102662,Garnacha,Gran Reserva Ribera del Duero,4.5,2777
Espagne,102662,Cabernet Sauvignon,Gran Reserva 890,4.5,11347
Espagne,102662,Tempranillo,Gran Reserva 890,4.5,11347
Espagne,102662,Garnacha,Gran Reserva 890,4.5,11347
États-Unis,204060,Cabernet Sauvignon,IX Estate Red,4.7,2810
États-Unis,204060,Chardonnay,IX Estate Red,4.7,2810
États-Unis,204060,Pinot Noir,IX Estate Red,4.7,2810
États-Unis,204060,Cabernet Sauvignon,Lot 1,4.4,226
États-Unis,204060,Chardonnay,Lot 1,4.4,226
États-Unis,204060,Pinot Noir,Lot 1,4.4,226
Italie,274658,Chardonnay,Amarone della Valpolicella Classico,4.3,27794
Italie,274658,Merlot,Amarone della Valpolicella Classico,4.3,27794
Italie,274658,Sangiovese,Amarone della Valpolicella Classico,4.3,27794
France,422503,Chardonnay,Brut Cuvée Champagne Rosé,4.4,36681
France,422503,Merlot,Brut Cuvée Champagne Rosé,4.4,36681
France,422503,Pinot Noir,Brut Cuvée Champagne Rosé,4.4,36681
Italie,274658,Chardonnay,Barolo Bricco Gattera,4.4,2365
Italie,274658,Merlot,Barolo Bricco Gattera,4.4,2365
Italie,274658,Sangiovese,Barolo Bricco Gattera,4.4,2365
Italie,274658,Chardonnay,Barolo Enrico VI,4.4,3107
Italie,274658,Merlot,Barolo Enrico VI,4.4,3107
Italie,274658,Sangiovese,Barolo Enrico VI,4.4,3107
France,422503,Chardonnay,Grand Vin de Château Palmer (Grand Cru Classé),4.5,29026
France,422503,Merlot,Grand Vin de Château Palmer (Grand Cru Classé),4.5,29026
France,422503,Pinot Noir,Grand Vin de Château Palmer (Grand Cru Classé),4.5,29026
Italie,274658,Chardonnay,Brunello di Montalcino,4.4,25989
Italie,274658,Merlot,Brunello di Montalcino,4.4,25989
Italie,274658,Sangiovese,Brunello di Montalcino,4.4,25989
Italie,274658,Chardonnay,Pietradonice,4.3,2266
Italie,274658,Merlot,Pietradonice,4.3,2266
Italie,274658,Sangiovese,Pietradonice,4.3,2266
Italie,274658,Chardonnay,Tenuta Nuova Brunello di Montalcino,4.5,20934
Italie,274658,Merlot,Tenuta Nuova Brunello di Montalcino,4.5,20934
Italie,274658,Sangiovese,Tenuta Nuova Brunello di Montalcino,4.5,20934
États-Unis,204060,Cabernet Sauvignon,Dominus (Christian Moueix),4.5,22117
États-Unis,204060,Chardonnay,Dominus (Christian Moueix),4.5,22117
États-Unis,204060,Pinot Noir,Dominus (Christian Moueix),4.5,22117
États-Unis,204060,Cabernet Sauvignon,La Muse,4.5,1948
États-Unis,204060,Chardonnay,La Muse,4.5,1948
États-Unis,204060,Pinot Noir,La Muse,4.5,1948
États-Unis,204060,Cabernet Sauvignon,La Joie,4.6,2285
États-Unis,204060,Chardonnay,La Joie,4.6,2285
États-Unis,204060,Pinot Noir,La Joie,4.6,2285
États-Unis,204060,Cabernet Sauvignon,Le Désir,4.5,1694
États-Unis,204060,Chardonnay,Le Désir,4.5,1694
États-Unis,204060,Pinot Noir,Le Désir,4.5,1694
Italie,274658,Chardonnay,Brunello di Montalcino,4.4,9171
Italie,274658,Merlot,Brunello di Montalcino,4.4,9171
Italie,274658,Sangiovese,Brunello di Montalcino,4.4,9171
Italie,274658,Chardonnay,Altero Brunello di Montalcino,4.4,4620
Italie,274658,Merlot,Altero Brunello di Montalcino,4.4,4620
Italie,274658,Sangiovese,Altero Brunello di Montalcino,4.4,4620
Italie,274658,Chardonnay,Brunello di Montalcino Riserva,4.5,1875
Italie,274658,Merlot,Brunello di Montalcino Riserva,4.5,1875
Italie,274658,Sangiovese,Brunello di Montalcino Riserva,4.5,1875
France,422503,Chardonnay,Saint-Émilion Grand Cru (Premier Grand Cru Classé),4.6,22896
France,422503,Merlot,Saint-Émilion Grand Cru (Premier Grand Cru Classé),4.6,22896
France,422503,Pinot Noir,Saint-Émilion Grand Cru (Premier Grand Cru Classé),4.6,22896
Afrique du Sud,30857,Shiraz/Syrah,The Stork,4.5,1638
Afrique du Sud,30857,Cabernet Sauvignon,The Stork,4.5,1638
Afrique du Sud,30857,Merlot,The Stork,4.5,1638
France,422503,Chardonnay,Hermitage La Chapelle Rouge,4.3,15298
France,422503,Merlot,Hermitage La Chapelle Rouge,4.3,15298
France,422503,Pinot Noir,Hermitage La Chapelle Rouge,4.3,15298
Espagne,102662,Cabernet Sauvignon,Castillo Ygay Gran Reserva Especial Tinto,4.5,23170
Espagne,102662,Tempranillo,Castillo Ygay Gran Reserva Especial Tinto,4.5,23170
Espagne,102662,Garnacha,Castillo Ygay Gran Reserva Especial Tinto,4.5,23170
France,422503,Chardonnay,Puligny-Montrachet Enseignères,4.3,941
France,422503,Merlot,Puligny-Montrachet Enseignères,4.3,941
France,422503,Pinot Noir,Puligny-Montrachet Enseignères,4.3,941
Espagne,102662,Cabernet Sauvignon,Malleolus,4.3,34630
Espagne,102662,Tempranillo,Malleolus,4.3,34630
Espagne,102662,Garnacha,Malleolus,4.3,34630
Espagne,102662,Cabernet Sauvignon,Malleolus de Sanchomartin,4.6,3655
Espagne,102662,Tempranillo,Malleolus de Sanchomartin,4.6,3655
Espagne,102662,Garnacha,Malleolus de Sanchomartin,4.6,3655
Italie,274658,Chardonnay,Capitel Monte Olmi Amarone della Valpolicella Classico Riserva,4.3,4229
Italie,274658,Merlot,Capitel Monte Olmi Amarone della Valpolicella Classico Riserva,4.3,4229
Italie,274658,Sangiovese,Capitel Monte Olmi Amarone della Valpolicella Classico Riserva,4.3,4229
Italie,274658,Chardonnay,Toscana I Sodi di San Niccolo,4.4,8853
Italie,274658,Merlot,Toscana I Sodi di San Niccolo,4.4,8853
Italie,274658,Sangiovese,Toscana I Sodi di San Niccolo,4.4,8853
Italie,274658,Chardonnay,60 Sessantanni Old Vines Primitivo di Manduria,4.5,94289
Italie,274658,Merlot,60 Sessantanni Old Vines Primitivo di Manduria,4.5,94289
Italie,274658,Sangiovese,60 Sessantanni Old Vines Primitivo di Manduria,4.5,94289
Italie,274658,Chardonnay,Falletto Barolo,4.4,1760
Italie,274658,Merlot,Falletto Barolo,4.4,1760
Italie,274658,Sangiovese,Falletto Barolo,4.4,1760
Italie,274658,Chardonnay,Campo dei Gigli Amarone della Valpolicella,4.4,5050
Italie,274658,Merlot,Campo dei Gigli Amarone della Valpolicella,4.4,5050
Italie,274658,Sangiovese,Campo dei Gigli Amarone della Valpolicella,4.4,5050
Espagne,102662,Cabernet Sauvignon,Ribera del Duero Prestigio,4.4,2994
Espagne,102662,Tempranillo,Ribera del Duero Prestigio,4.4,2994
Espagne,102662,Garnacha,Ribera del Duero Prestigio,4.4,2994
Espagne,102662,Cabernet Sauvignon,Ribera del Duero Reserva,4.3,37394
Espagne,102662,Tempranillo,Ribera del Duero Reserva,4.3,37394
Espagne,102662,Garnacha,Ribera del Duero Reserva,4.3,37394
Italie,274658,Chardonnay,Amarone della Valpolicella Classico,4.4,48329
Italie,274658,Merlot,Amarone della Valpolicella Classico,4.4,48329
Italie,274658,Sangiovese,Amarone della Valpolicella Classico,4.4,48329
Chili,41191,Cabernet Sauvignon,Clos Apalta,4.6,23256
Chili,41191,Merlot,Clos Apalta,4.6,23256
Chili,41191,Carménère,Clos Apalta,4.6,23256
Italie,274658,Chardonnay,Barolo Rocche,4.4,1615
Italie,274658,Merlot,Barolo Rocche,4.4,1615
Italie,274658,Sangiovese,Barolo Rocche,4.4,1615
Italie,274658,Chardonnay,Montepulciano d'Abruzzo,4.2,10110
Italie,274658,Merlot,Montepulciano d'Abruzzo,4.2,10110
Italie,274658,Sangiovese,Montepulciano d'Abruzzo,4.2,10110
Italie,274658,Chardonnay,Brunello di Montalcino Riserva,4.4,987
Italie,274658,Merlot,Brunello di Montalcino Riserva,4.4,987
Italie,274658,Sangiovese,Brunello di Montalcino Riserva,4.4,987
France,422503,Chardonnay,Pauillac (Grand Cru Classé),4.4,47234
France,422503,Merlot,Pauillac (Grand Cru Classé),4.4,47234
France,422503,Pinot Noir,Pauillac (Grand Cru Classé),4.4,47234
France,422503,Chardonnay,Saint-Emilion Grand Cru (Premier Grand Cru Classé),4.4,1986
France,422503,Merlot,Saint-Emilion Grand Cru (Premier Grand Cru Classé),4.4,1986
France,422503,Pinot Noir,Saint-Emilion Grand Cru (Premier Grand Cru Classé),4.4,1986
France,422503,Chardonnay,Les Bessards Hermitage,4.4,1515
France,422503,Merlot,Les Bessards Hermitage,4.4,1515
France,422503,Pinot Noir,Les Bessards Hermitage,4.4,1515
Espagne,102662,Cabernet Sauvignon,Félix Callejo (Viñedos de la Familia),4.3,1341
Espagne,102662,Tempranillo,Félix Callejo (Viñedos de la Familia),4.3,1341
Espagne,102662,Garnacha,Félix Callejo (Viñedos de la Familia),4.3,1341
Italie,274658,Chardonnay,Bricco dell'Uccellone Barbera d'Asti,4.3,17625
Italie,274658,Merlot,Bricco dell'Uccellone Barbera d'Asti,4.3,17625
Italie,274658,Sangiovese,Bricco dell'Uccellone Barbera d'Asti,4.3,17625
Italie,274658,Chardonnay,Vürsù Barbaresco Starderi,4.4,4414
Italie,274658,Merlot,Vürsù Barbaresco Starderi,4.4,4414
Italie,274658,Sangiovese,Vürsù Barbaresco Starderi,4.4,4414
Italie,274658,Chardonnay,Vürsù Barbaresco Valeirano,4.4,3263
Italie,274658,Merlot,Vürsù Barbaresco Valeirano,4.4,3263
Italie,274658,Sangiovese,Vürsù Barbaresco Valeirano,4.4,3263
France,422503,Chardonnay,Blanc de Blancs Brut Champagne Grand Cru,4.4,5553
France,422503,Merlot,Blanc de Blancs Brut Champagne Grand Cru,4.4,5553
France,422503,Pinot Noir,Blanc de Blancs Brut Champagne Grand Cru,4.4,5553
Afrique du Sud,30857,Shiraz/Syrah,Series C,4.5,3027
Afrique du Sud,30857,Cabernet Sauvignon,Series C,4.5,3027
Afrique du Sud,30857,Merlot,Series C,4.5,3027
Afrique du Sud,30857,Shiraz/Syrah,Series M,4.4,2995
Afrique du Sud,30857,Cabernet Sauvignon,Series M,4.4,2995
Afrique du Sud,30857,Merlot,Series M,4.4,2995
Italie,274658,Chardonnay,Paleo Rosso,4.4,10940
Italie,274658,Merlot,Paleo Rosso,4.4,10940
Italie,274658,Sangiovese,Paleo Rosso,4.4,10940
Italie,274658,Chardonnay,Messorio,4.5,5514
Italie,274658,Merlot,Messorio,4.5,5514
Italie,274658,Sangiovese,Messorio,4.5,5514
Italie,274658,Chardonnay,Scrio,4.3,2322
Italie,274658,Merlot,Scrio,4.3,2322
Italie,274658,Sangiovese,Scrio,4.3,2322
Argentine,36121,Cabernet Sauvignon,Malbec,4.2,33640
Argentine,36121,Chardonnay,Malbec,4.2,33640
Argentine,36121,Malbec,Malbec,4.2,33640
France,422503,Chardonnay,Montrachet Grand Cru Blanc,4.5,700
France,422503,Merlot,Montrachet Grand Cru Blanc,4.5,700
France,422503,Pinot Noir,Montrachet Grand Cru Blanc,4.5,700
France,422503,Chardonnay,Musigny Grand Cru,4.6,739
France,422503,Merlot,Musigny Grand Cru,4.6,739
France,422503,Pinot Noir,Musigny Grand Cru,4.6,739
France,422503,Chardonnay,Clos Saint Denis Grand Cru,4.4,474
France,422503,Merlot,Clos Saint Denis Grand Cru,4.4,474
France,422503,Pinot Noir,Clos Saint Denis Grand Cru,4.4,474
États-Unis,204060,Cabernet Sauvignon,Cabernet Sauvignon,4.4,28544
États-Unis,204060,Chardonnay,Cabernet Sauvignon,4.4,28544
États-Unis,204060,Pinot Noir,Cabernet Sauvignon,4.4,28544
États-Unis,204060,Cabernet Sauvignon,Insignia,4.6,30674
États-Unis,204060,Chardonnay,Insignia,4.6,30674
États-Unis,204060,Pinot Noir,Insignia,4.6,30674
Italie,274658,Chardonnay,Barolo Sorì Ginestra,4.3,4827
Italie,274658,Merlot,Barolo Sorì Ginestra,4.3,4827
Italie,274658,Sangiovese,Barolo Sorì Ginestra,4.3,4827
Italie,274658,Chardonnay,Barolo Ginestra Vigna del Gris,4.3,3333
Italie,274658,Merlot,Barolo Ginestra Vigna del Gris,4.3,3333
Italie,274658,Sangiovese,Barolo Ginestra Vigna del Gris,4.3,3333
France,422503,Chardonnay,Saint-Émilion Grand Cru (Premier Grand Cru Classé),4.4,24916
France,422503,Merlot,Saint-Émilion Grand Cru (Premier Grand Cru Classé),4.4,24916
France,422503,Pinot Noir,Saint-Émilion Grand Cru (Premier Grand Cru Classé),4.4,24916
France,422503,Chardonnay,Barsac (Premier Grand Cru Classé),4.4,6028
France,422503,Merlot,Barsac (Premier Grand Cru Classé),4.4,6028
France,422503,Pinot Noir,Barsac (Premier Grand Cru Classé),4.4,6028
Italie,274658,Chardonnay,Galatrona,4.3,7971
Italie,274658,Merlot,Galatrona,4.3,7971
Italie,274658,Sangiovese,Galatrona,4.3,7971
Italie,274658,Chardonnay,Brunello di Montalcino,4.3,7929
Italie,274658,Merlot,Brunello di Montalcino,4.3,7929
Italie,274658,Sangiovese,Brunello di Montalcino,4.3,7929
France,422503,Chardonnay,Pessac-Léognan (Grand Cru Classé de Graves),4.3,25444
France,422503,Merlot,Pessac-Léognan (Grand Cru Classé de Graves),4.3,25444
France,422503,Pinot Noir,Pessac-Léognan (Grand Cru Classé de Graves),4.3,25444
États-Unis,204060,Cabernet Sauvignon,Chloe Chardonnay,4.5,458
États-Unis,204060,Chardonnay,Chloe Chardonnay,4.5,458
États-Unis,204060,Pinot Noir,Chloe Chardonnay,4.5,458
États-Unis,204060,Cabernet Sauvignon,Finn Pinot Noir,4.5,331
États-Unis,204060,Chardonnay,Finn Pinot Noir,4.5,331
États-Unis,204060,Pinot Noir,Finn Pinot Noir,4.5,331
France,422503,Chardonnay,Châteauneuf-Du-Pape Cuvée Des Générations Gaston-Philippe,4.4,2077
France,422503,Merlot,Châteauneuf-Du-Pape Cuvée Des Générations Gaston-Philippe,4.4,2077
France,422503,Pinot Noir,Châteauneuf-Du-Pape Cuvée Des Générations Gaston-Philippe,4.4,2077
France,422503,Chardonnay,Châteauneuf-du-Pape,4.2,13917
France,422503,Merlot,Châteauneuf-du-Pape,4.2,13917
France,422503,Pinot Noir,Châteauneuf-du-Pape,4.2,13917
Afrique du Sud,30857,Shiraz/Syrah,1694 Classification Red,4.5,1841
Afrique du Sud,30857,Cabernet Sauvignon,1694 Classification Red,4.5,1841
Afrique du Sud,30857,Merlot,1694 Classification Red,4.5,1841
Chili,41191,Cabernet Sauvignon,Altura,4.5,2733
Chili,41191,Merlot,Altura,4.5,2733
Chili,41191,Carménère,Altura,4.5,2733
France,422503,Chardonnay,Pomerol,4.2,11645
France,422503,Merlot,Pomerol,4.2,11645
France,422503,Pinot Noir,Pomerol,4.2,11645
Espagne,102662,Cabernet Sauvignon,Cirsion Rioja,4.6,3474
Espagne,102662,Tempranillo,Cirsion Rioja,4.6,3474
Espagne,102662,Garnacha,Cirsion Rioja,4.6,3474
Afrique du Sud,30857,Shiraz/Syrah,Chardonnay,4.4,1031
Afrique du Sud,30857,Cabernet Sauvignon,Chardonnay,4.4,1031
Afrique du Sud,30857,Merlot,Chardonnay,4.4,1031
France,422503,Chardonnay,La Grande Année Brut Champagne,4.5,24646
France,422503,Merlot,La Grande Année Brut Champagne,4.5,24646
France,422503,Pinot Noir,La Grande Année Brut Champagne,4.5,24646
Italie,274658,Chardonnay,Big'd Big Barolo,4.4,1148
Italie,274658,Merlot,Big'd Big Barolo,4.4,1148
Italie,274658,Sangiovese,Big'd Big Barolo,4.4,1148
Italie,274658,Chardonnay,Vigna Cappella di S. Stefano Perno Barolo,4.4,2514
Italie,274658,Merlot,Vigna Cappella di S. Stefano Perno Barolo,4.4,2514
Italie,274658,Sangiovese,Vigna Cappella di S. Stefano Perno Barolo,4.4,2514
Italie,274658,Chardonnay,Amarone della Valpolicella,4.3,4689
Italie,274658,Merlot,Amarone della Valpolicella,4.3,4689
Italie,274658,Sangiovese,Amarone della Valpolicella,4.3,4689
Italie,274658,Chardonnay,Giramonte Toscana,4.4,1678
Italie,274658,Merlot,Giramonte Toscana,4.4,1678
Italie,274658,Sangiovese,Giramonte Toscana,4.4,1678
Italie,274658,Chardonnay,Costasera Amarone della Valpolicella Classico,4.3,93397
Italie,274658,Merlot,Costasera Amarone della Valpolicella Classico,4.3,93397
Italie,274658,Sangiovese,Costasera Amarone della Valpolicella Classico,4.3,93397
Italie,274658,Chardonnay,Campolongo di Torbe Amarone della Valpolicella Classico,4.5,4392
Italie,274658,Merlot,Campolongo di Torbe Amarone della Valpolicella Classico,4.5,4392
Italie,274658,Sangiovese,Campolongo di Torbe Amarone della Valpolicella Classico,4.5,4392
Italie,274658,Chardonnay,Brunello di Montalcino Riserva Vigna Paganelli,4.3,7123
Italie,274658,Merlot,Brunello di Montalcino Riserva Vigna Paganelli,4.3,7123
Italie,274658,Sangiovese,Brunello di Montalcino Riserva Vigna Paganelli,4.3,7123
Italie,274658,Chardonnay,Bolgheri Superiore,4.6,47939
Italie,274658,Merlot,Bolgheri Superiore,4.6,47939
Italie,274658,Sangiovese,Bolgheri Superiore,4.6,47939
Italie,274658,Chardonnay,Le Serre Nuove,4.3,50411
Italie,274658,Merlot,Le Serre Nuove,4.3,50411
Italie,274658,Sangiovese,Le Serre Nuove,4.3,50411
Italie,274658,Chardonnay,Barolo Ginestra Casa Maté,4.4,4116
Italie,274658,Merlot,Barolo Ginestra Casa Maté,4.4,4116
Italie,274658,Sangiovese,Barolo Ginestra Casa Maté,4.4,4116
Italie,274658,Chardonnay,Il Bricco Barbaresco,4.3,2299
Italie,274658,Merlot,Il Bricco Barbaresco,4.3,2299
Italie,274658,Sangiovese,Il Bricco Barbaresco,4.3,2299
Italie,274658,Chardonnay,Ornato Barolo,4.4,5469
Italie,274658,Merlot,Ornato Barolo,4.4,5469
Italie,274658,Sangiovese,Ornato Barolo,4.4,5469
France,422503,Chardonnay,Saint-Julien (Grand Cru Classé),4.3,37174
France,422503,Merlot,Saint-Julien (Grand Cru Classé),4.3,37174
France,422503,Pinot Noir,Saint-Julien (Grand Cru Classé),4.3,37174
Italie,274658,Chardonnay,Flaccianello della Pieve,4.5,21518
Italie,274658,Merlot,Flaccianello della Pieve,4.5,21518
Italie,274658,Sangiovese,Flaccianello della Pieve,4.5,21518
Italie,274658,Chardonnay,25 anni Montefalco Sagrantino,4.3,5419
Italie,274658,Merlot,25 anni Montefalco Sagrantino,4.3,5419
Italie,274658,Sangiovese,25 anni Montefalco Sagrantino,4.3,5419
Italie,274658,Chardonnay,Cuvée Annamaria Clementi (Extra Brut),4.5,7928
Italie,274658,Merlot,Cuvée Annamaria Clementi (Extra Brut),4.5,7928
Italie,274658,Sangiovese,Cuvée Annamaria Clementi (Extra Brut),4.5,7928
Italie,274658,Chardonnay,Brunello di Montalcino,4.3,8875
Italie,274658,Merlot,Brunello di Montalcino,4.3,8875
Italie,274658,Sangiovese,Brunello di Montalcino,4.3,8875
Italie,274658,Chardonnay,Brunello di Montalcino,4.3,6683
Italie,274658,Merlot,Brunello di Montalcino,4.3,6683
Italie,274658,Sangiovese,Brunello di Montalcino,4.3,6683
Italie,274658,Chardonnay,Brunello di Montalcino,4.3,7546
Italie,274658,Merlot,Brunello di Montalcino,4.3,7546
Italie,274658,Sangiovese,Brunello di Montalcino,4.3,7546
Italie,274658,Chardonnay,Brunello di Montalcino Riserva,4.4,1665
